filename,width,height,class,xmin,ymin,xmax,ymax
5853.png,300,300,paper,44,11,229,181
5853.png,300,300,trash,51,120,291,300
5853.png,300,300,plastic,60,10,300,139
5853.png,300,300,glass,60,120,300,300
7226.png,300,300,metal,61,54,225,202
7226.png,300,300,plastic,32,154,242,300
7226.png,300,300,glass,60,21,300,201
7226.png,300,300,trash,101,148,300,300
2269.png,300,300,cardboard,10,10,250,190
2269.png,300,300,trash,105,152,280,300
2269.png,300,300,plastic,120,10,300,190
2269.png,300,300,glass,86,126,300,300
4495.png,300,300,metal,10,10,159,152
4495.png,300,300,plastic,76,162,264,300
4495.png,300,300,glass,166,54,300,189
4495.png,300,300,trash,103,147,300,300
9447.png,300,300,cardboard,10,10,250,190
9447.png,300,300,glass,83,120,294,300
9447.png,300,300,trash,90,38,300,183
9447.png,300,300,plastic,146,166,300,300
6419.png,300,300,paper,10,31,214,211
6419.png,300,300,glass,65,120,300,300
6419.png,300,300,plastic,123,50,300,214
6419.png,300,300,trash,73,147,300,300
9542.png,300,300,metal,102,60,252,169
9542.png,300,300,trash,61,127,260,300
9542.png,300,300,plastic,60,10,300,100
9542.png,300,300,glass,91,150,300,300
1973.png,300,300,cardboard,10,57,250,237
1973.png,300,300,glass,98,168,251,300
1973.png,300,300,trash,120,38,300,164
1973.png,300,300,plastic,153,170,300,300
1621.png,300,300,paper,10,10,250,190
1621.png,300,300,plastic,10,150,250,300
1621.png,300,300,glass,60,59,300,231
1621.png,300,300,trash,124,152,300,300
7824.png,300,300,metal,13,61,240,241
7824.png,300,300,plastic,88,182,242,300
7824.png,300,300,glass,64,35,300,181
7824.png,300,300,trash,67,136,300,300
4790.png,300,300,cardboard,10,10,250,190
4790.png,300,300,plastic,65,123,257,300
4790.png,300,300,glass,85,10,300,190
4790.png,300,300,trash,60,120,300,300
1545.png,300,300,paper,10,77,250,257
1545.png,300,300,glass,44,165,178,300
1545.png,300,300,plastic,95,10,300,154
1545.png,300,300,trash,80,120,300,300
5174.png,300,300,paper,10,10,250,190
5174.png,300,300,glass,37,120,262,300
5174.png,300,300,plastic,96,15,300,184
5174.png,300,300,trash,123,145,300,300
7076.png,300,300,metal,102,60,252,169
7076.png,300,300,plastic,28,176,253,300
7076.png,300,300,glass,81,10,300,190
7076.png,300,300,trash,122,151,300,300
576.png,300,300,paper,10,10,247,190
576.png,300,300,glass,29,150,238,300
576.png,300,300,trash,132,17,300,177
576.png,300,300,plastic,107,152,300,300
8857.png,300,300,paper,68,66,215,197
8857.png,300,300,glass,68,120,255,300
8857.png,300,300,plastic,114,10,300,179
8857.png,300,300,trash,103,147,300,300
8238.png,300,300,metal,74,41,229,181
8238.png,300,300,plastic,63,170,278,300
8238.png,300,300,trash,79,14,300,194
8238.png,300,300,glass,107,149,300,300
6919.png,300,300,paper,60,10,300,190
6919.png,300,300,trash,45,144,235,300
6919.png,300,300,plastic,60,43,300,223
6919.png,300,300,glass,117,120,300,300
9783.png,300,300,cardboard,10,10,250,190
9783.png,300,300,glass,43,159,187,300
9783.png,300,300,plastic,124,36,300,175
9783.png,300,300,trash,95,129,300,300
5913.png,300,300,metal,59,10,273,189
5913.png,300,300,plastic,34,130,246,300
5913.png,300,300,trash,127,10,300,190
5913.png,300,300,glass,111,170,300,300
4225.png,300,300,cardboard,10,10,250,190
4225.png,300,300,plastic,81,179,239,300
4225.png,300,300,glass,60,63,300,243
4225.png,300,300,trash,130,131,300,300
4167.png,300,300,paper,10,10,201,190
4167.png,300,300,trash,14,120,222,300
4167.png,300,300,glass,140,67,300,188
4167.png,300,300,plastic,83,165,300,300
8988.png,300,300,cardboard,10,10,250,190
8988.png,300,300,trash,54,147,271,300
8988.png,300,300,glass,60,14,300,194
8988.png,300,300,plastic,127,176,300,300
5409.png,300,300,metal,69,93,265,273
5409.png,300,300,glass,56,120,241,300
5409.png,300,300,plastic,60,30,300,210
5409.png,300,300,trash,67,136,300,300
9089.png,300,300,metal,22,10,251,190
9089.png,300,300,trash,10,120,207,300
9089.png,300,300,glass,129,49,300,229
9089.png,300,300,plastic,77,132,300,300
8877.png,300,300,paper,10,10,217,189
8877.png,300,300,trash,10,120,250,300
8877.png,300,300,glass,131,12,300,170
8877.png,300,300,plastic,110,152,300,300
1093.png,300,300,paper,10,10,250,190
1093.png,300,300,glass,91,142,260,300
1093.png,300,300,trash,127,10,300,190
1093.png,300,300,plastic,95,156,300,300
9303.png,300,300,paper,10,10,230,188
9303.png,300,300,trash,69,153,239,300
9303.png,300,300,glass,60,51,300,231
9303.png,300,300,plastic,83,147,300,300
5983.png,300,300,cardboard,10,10,211,190
5983.png,300,300,glass,60,142,300,300
5983.png,300,300,plastic,104,31,300,168
5983.png,300,300,trash,90,155,300,300
4669.png,300,300,paper,19,10,223,190
4669.png,300,300,glass,91,142,260,300
4669.png,300,300,plastic,85,45,300,175
4669.png,300,300,trash,94,173,300,300
1417.png,300,300,paper,10,46,250,226
1417.png,300,300,glass,99,140,300,300
1417.png,300,300,trash,81,18,300,182
1417.png,300,300,plastic,95,156,300,300
8805.png,300,300,paper,20,34,221,214
8805.png,300,300,glass,10,149,203,300
8805.png,300,300,trash,139,34,300,167
8805.png,300,300,plastic,102,165,300,300
9456.png,300,300,cardboard,28,31,249,195
9456.png,300,300,trash,96,145,295,300
9456.png,300,300,plastic,110,62,300,198
9456.png,300,300,glass,60,120,300,300
8057.png,300,300,paper,44,11,229,181
8057.png,300,300,plastic,40,165,235,300
8057.png,300,300,trash,74,22,300,185
8057.png,300,300,glass,91,143,300,300
6873.png,300,300,metal,60,10,300,175
6873.png,300,300,plastic,60,120,300,300
6873.png,300,300,trash,88,42,300,219
6873.png,300,300,glass,74,186,300,300
1831.png,300,300,cardboard,10,10,250,190
1831.png,300,300,plastic,10,120,250,300
1831.png,300,300,trash,93,31,300,205
1831.png,300,300,glass,60,142,300,300
8936.png,300,300,paper,52,34,292,214
8936.png,300,300,plastic,63,120,263,300
8936.png,300,300,glass,60,36,300,216
8936.png,300,300,trash,110,144,300,300
8820.png,300,300,cardboard,44,26,209,186
8820.png,300,300,trash,40,138,280,300
8820.png,300,300,plastic,150,36,300,173
8820.png,300,300,glass,147,168,300,300
2629.png,300,300,paper,31,34,252,205
2629.png,300,300,glass,19,120,184,300
2629.png,300,300,plastic,60,10,300,160
2629.png,300,300,trash,113,162,300,300
3999.png,300,300,paper,17,50,231,230
3999.png,300,300,plastic,63,170,278,300
3999.png,300,300,glass,109,10,300,167
3999.png,300,300,trash,60,138,300,300
8907.png,300,300,paper,10,10,250,190
8907.png,300,300,glass,60,166,241,300
8907.png,300,300,trash,94,83,300,210
8907.png,300,300,plastic,145,136,300,300
4042.png,300,300,metal,60,10,300,190
4042.png,300,300,glass,15,126,229,300
4042.png,300,300,plastic,150,36,300,173
4042.png,300,300,trash,150,160,300,300
8160.png,300,300,cardboard,50,62,228,226
8160.png,300,300,plastic,71,120,265,300
8160.png,300,300,trash,60,10,300,190
8160.png,300,300,glass,105,135,300,300
7717.png,300,300,paper,16,10,256,172
7717.png,300,300,plastic,65,123,257,300
7717.png,300,300,trash,63,21,300,172
7717.png,300,300,glass,103,147,300,300
6143.png,300,300,paper,49,51,235,212
6143.png,300,300,glass,41,120,281,300
6143.png,300,300,trash,130,74,300,199
6143.png,300,300,plastic,80,169,300,300
8362.png,300,300,paper,10,10,250,190
8362.png,300,300,trash,65,145,242,300
8362.png,300,300,plastic,99,31,300,189
8362.png,300,300,glass,63,120,300,300
5688.png,300,300,cardboard,10,10,250,190
5688.png,300,300,trash,49,130,235,300
5688.png,300,300,glass,60,120,300,300
5688.png,300,300,plastic,60,120,300,300
8537.png,300,300,metal,52,10,292,190
8537.png,300,300,plastic,37,144,265,300
8537.png,300,300,trash,60,47,300,227
8537.png,300,300,glass,60,120,300,300
8922.png,300,300,cardboard,10,10,250,190
8922.png,300,300,plastic,80,120,289,300
8922.png,300,300,trash,60,23,300,203
8922.png,300,300,glass,63,120,300,300
5211.png,300,300,paper,10,77,250,257
5211.png,300,300,trash,56,120,229,300
5211.png,300,300,glass,115,90,300,270
5211.png,300,300,plastic,60,120,300,300
6896.png,300,300,cardboard,10,10,250,190
6896.png,300,300,glass,29,167,241,300
6896.png,300,300,plastic,96,48,300,179
6896.png,300,300,trash,76,170,300,300
2170.png,300,300,paper,23,40,223,180
2170.png,300,300,trash,28,120,267,300
2170.png,300,300,plastic,60,10,300,190
2170.png,300,300,glass,98,131,300,300
7955.png,300,300,paper,10,42,224,222
7955.png,300,300,trash,96,181,277,300
7955.png,300,300,glass,81,10,300,190
7955.png,300,300,plastic,83,120,300,300
9070.png,300,300,cardboard,10,10,250,190
9070.png,300,300,trash,10,120,250,300
9070.png,300,300,plastic,142,54,300,234
9070.png,300,300,glass,95,168,300,300
48.png,300,300,paper,10,11,250,180
48.png,300,300,trash,34,136,253,300
48.png,300,300,glass,99,10,300,170
48.png,300,300,plastic,83,159,300,300
2398.png,300,300,metal,30,46,205,215
2398.png,300,300,trash,40,121,221,300
2398.png,300,300,plastic,146,53,300,187
2398.png,300,300,glass,86,126,300,300
550.png,300,300,metal,58,10,289,186
550.png,300,300,glass,33,158,246,300
550.png,300,300,trash,63,21,300,172
550.png,300,300,plastic,60,120,300,300
2995.png,300,300,cardboard,10,10,250,190
2995.png,300,300,plastic,91,152,281,300
2995.png,300,300,glass,95,57,300,189
2995.png,300,300,trash,64,120,300,300
8794.png,300,300,cardboard,50,38,233,184
8794.png,300,300,trash,34,136,253,300
8794.png,300,300,glass,88,60,300,193
8794.png,300,300,plastic,110,152,300,300
4578.png,300,300,metal,86,46,248,169
4578.png,300,300,glass,14,150,247,300
4578.png,300,300,plastic,150,36,300,173
4578.png,300,300,trash,101,127,300,300
9980.png,300,300,metal,60,28,300,208
9980.png,300,300,trash,34,136,253,300
9980.png,300,300,plastic,75,62,300,186
9980.png,300,300,glass,87,120,300,300
1935.png,300,300,paper,10,10,224,190
1935.png,300,300,glass,14,150,247,300
1935.png,300,300,trash,130,34,300,203
1935.png,300,300,plastic,142,120,300,300
2348.png,300,300,metal,34,10,213,135
2348.png,300,300,plastic,57,120,284,300
2348.png,300,300,trash,95,53,300,195
2348.png,300,300,glass,60,120,300,300
7630.png,300,300,metal,60,47,300,227
7630.png,300,300,trash,81,137,280,300
7630.png,300,300,glass,156,64,300,194
7630.png,300,300,plastic,60,120,300,300
8631.png,300,300,metal,60,23,300,203
8631.png,300,300,trash,32,120,248,300
8631.png,300,300,glass,159,63,300,179
8631.png,300,300,plastic,83,159,300,300
9854.png,300,300,metal,10,47,250,227
9854.png,300,300,trash,42,126,249,300
9854.png,300,300,plastic,118,69,300,176
9854.png,300,300,glass,166,165,300,300
8436.png,300,300,metal,53,10,293,190
8436.png,300,300,glass,23,120,263,300
8436.png,300,300,trash,63,10,300,190
8436.png,300,300,plastic,80,169,300,300
6823.png,300,300,metal,23,17,236,197
6823.png,300,300,trash,51,142,278,300
6823.png,300,300,glass,67,56,300,206
6823.png,300,300,plastic,107,152,300,300
3364.png,300,300,cardboard,10,10,250,190
3364.png,300,300,glass,19,120,184,300
3364.png,300,300,trash,127,10,300,190
3364.png,300,300,plastic,60,134,300,300
1902.png,300,300,metal,37,11,261,180
1902.png,300,300,glass,43,159,187,300
1902.png,300,300,plastic,146,80,300,198
1902.png,300,300,trash,80,120,300,300
1306.png,300,300,paper,35,25,232,204
1306.png,300,300,trash,43,187,234,300
1306.png,300,300,plastic,71,21,300,201
1306.png,300,300,glass,74,120,300,300
9610.png,300,300,metal,73,34,285,214
9610.png,300,300,trash,10,120,235,300
9610.png,300,300,glass,89,10,300,190
9610.png,300,300,plastic,110,120,300,300
5839.png,300,300,cardboard,10,10,250,190
5839.png,300,300,trash,90,129,295,300
5839.png,300,300,glass,60,10,300,163
5839.png,300,300,plastic,64,120,300,300
6771.png,300,300,metal,10,23,193,194
6771.png,300,300,plastic,88,158,229,300
6771.png,300,300,glass,87,48,300,190
6771.png,300,300,trash,60,120,300,300
7651.png,300,300,metal,89,48,276,192
7651.png,300,300,plastic,54,136,209,300
7651.png,300,300,trash,60,14,300,194
7651.png,300,300,glass,74,120,300,300
3078.png,300,300,metal,69,58,300,238
3078.png,300,300,glass,60,142,300,300
3078.png,300,300,trash,101,62,300,217
3078.png,300,300,plastic,83,120,300,300
7681.png,300,300,paper,10,10,240,190
7681.png,300,300,plastic,32,154,242,300
7681.png,300,300,glass,138,63,300,191
7681.png,300,300,trash,150,160,300,300
7769.png,300,300,metal,78,37,243,163
7769.png,300,300,glass,77,178,205,300
7769.png,300,300,trash,73,25,300,183
7769.png,300,300,plastic,80,169,300,300
2707.png,300,300,cardboard,10,10,217,190
2707.png,300,300,plastic,23,169,243,300
2707.png,300,300,trash,79,14,300,194
2707.png,300,300,glass,60,201,300,300
5699.png,300,300,metal,61,54,225,202
5699.png,300,300,glass,18,143,227,300
5699.png,300,300,plastic,60,10,300,190
5699.png,300,300,trash,129,152,300,300
9413.png,300,300,metal,18,48,258,228
9413.png,300,300,plastic,10,149,250,300
9413.png,300,300,glass,60,10,300,163
9413.png,300,300,trash,93,126,300,300
7761.png,300,300,metal,60,10,300,190
7761.png,300,300,glass,73,153,284,300
7761.png,300,300,plastic,64,10,300,190
7761.png,300,300,trash,122,151,300,300
5371.png,300,300,cardboard,10,10,250,190
5371.png,300,300,trash,120,131,290,300
5371.png,300,300,plastic,71,21,300,201
5371.png,300,300,glass,60,180,300,300
1103.png,300,300,paper,10,10,250,190
1103.png,300,300,trash,88,177,251,300
1103.png,300,300,plastic,142,48,300,169
1103.png,300,300,glass,63,120,300,300
7976.png,300,300,metal,23,17,236,197
7976.png,300,300,plastic,10,120,190,300
7976.png,300,300,glass,98,56,300,201
7976.png,300,300,trash,95,158,300,300
557.png,300,300,metal,99,70,236,176
557.png,300,300,plastic,60,120,300,300
557.png,300,300,trash,60,10,300,190
557.png,300,300,glass,120,157,300,300
6933.png,300,300,cardboard,10,10,250,190
6933.png,300,300,trash,42,126,249,300
6933.png,300,300,glass,60,56,300,236
6933.png,300,300,plastic,136,149,300,300
8741.png,300,300,cardboard,10,10,250,190
8741.png,300,300,trash,51,142,278,300
8741.png,300,300,glass,166,54,300,189
8741.png,300,300,plastic,83,159,300,300
2376.png,300,300,metal,52,10,292,190
2376.png,300,300,plastic,57,120,293,300
2376.png,300,300,trash,101,62,300,217
2376.png,300,300,glass,156,170,300,300
1197.png,300,300,metal,10,47,216,227
1197.png,300,300,trash,76,159,259,300
1197.png,300,300,glass,60,63,300,243
1197.png,300,300,plastic,73,120,300,300
7179.png,300,300,cardboard,10,10,250,190
7179.png,300,300,glass,21,201,261,300
7179.png,300,300,plastic,110,57,300,205
7179.png,300,300,trash,120,168,300,300
6966.png,300,300,metal,20,10,199,172
6966.png,300,300,plastic,58,120,298,300
6966.png,300,300,glass,109,10,300,167
6966.png,300,300,trash,89,124,300,300
9607.png,300,300,paper,10,10,250,190
9607.png,300,300,trash,41,120,276,300
9607.png,300,300,glass,132,38,300,199
9607.png,300,300,plastic,88,133,300,300
9656.png,300,300,cardboard,10,10,250,190
9656.png,300,300,plastic,54,136,209,300
9656.png,300,300,glass,120,10,300,160
9656.png,300,300,trash,80,120,300,300
8002.png,300,300,cardboard,10,10,250,190
8002.png,300,300,trash,33,145,270,300
8002.png,300,300,plastic,104,31,300,168
8002.png,300,300,glass,94,126,300,300
3878.png,300,300,paper,42,12,260,185
3878.png,300,300,glass,48,156,260,300
3878.png,300,300,plastic,114,10,300,179
3878.png,300,300,trash,66,120,300,300
4850.png,300,300,paper,12,31,196,204
4850.png,300,300,trash,43,187,234,300
4850.png,300,300,glass,109,39,300,175
4850.png,300,300,plastic,90,120,300,300
4012.png,300,300,paper,45,10,251,190
4012.png,300,300,trash,25,120,198,300
4012.png,300,300,glass,106,70,300,250
4012.png,300,300,plastic,97,162,300,300
6694.png,300,300,cardboard,10,10,250,190
6694.png,300,300,trash,83,160,233,300
6694.png,300,300,plastic,88,10,300,180
6694.png,300,300,glass,131,142,300,300
9161.png,300,300,cardboard,10,10,250,190
9161.png,300,300,plastic,63,120,263,300
9161.png,300,300,trash,130,34,300,203
9161.png,300,300,glass,120,145,300,300
1722.png,300,300,paper,27,10,252,187
1722.png,300,300,glass,34,170,223,300
1722.png,300,300,trash,61,10,300,190
1722.png,300,300,plastic,115,166,300,300
9624.png,300,300,cardboard,53,45,221,204
9624.png,300,300,glass,18,124,258,300
9624.png,300,300,plastic,60,53,300,201
9624.png,300,300,trash,79,120,300,300
8041.png,300,300,paper,10,10,241,188
8041.png,300,300,glass,18,124,258,300
8041.png,300,300,plastic,88,31,300,198
8041.png,300,300,trash,103,147,300,300
5202.png,300,300,paper,16,10,256,172
5202.png,300,300,glass,19,120,184,300
5202.png,300,300,trash,101,62,300,217
5202.png,300,300,plastic,88,133,300,300
3360.png,300,300,metal,23,17,236,197
3360.png,300,300,glass,93,143,284,300
3360.png,300,300,plastic,127,10,300,134
3360.png,300,300,trash,131,157,300,300
434.png,300,300,paper,10,10,215,186
434.png,300,300,glass,37,168,242,300
434.png,300,300,plastic,60,10,300,100
434.png,300,300,trash,119,181,300,300
6565.png,300,300,cardboard,10,35,250,188
6565.png,300,300,plastic,76,162,264,300
6565.png,300,300,glass,86,22,300,202
6565.png,300,300,trash,73,142,300,300
5335.png,300,300,metal,56,52,242,232
5335.png,300,300,plastic,27,152,247,300
5335.png,300,300,trash,91,10,300,186
5335.png,300,300,glass,98,131,300,300
382.png,300,300,cardboard,10,10,250,190
382.png,300,300,plastic,54,136,209,300
382.png,300,300,trash,91,10,300,186
382.png,300,300,glass,80,128,300,300
8225.png,300,300,cardboard,10,10,250,190
8225.png,300,300,glass,98,120,286,300
8225.png,300,300,trash,114,10,300,189
8225.png,300,300,plastic,97,162,300,300
3443.png,300,300,metal,29,10,269,190
3443.png,300,300,glass,107,120,278,300
3443.png,300,300,trash,103,62,300,242
3443.png,300,300,plastic,94,156,300,300
2937.png,300,300,cardboard,10,57,250,237
2937.png,300,300,trash,97,151,283,300
2937.png,300,300,glass,107,46,300,197
2937.png,300,300,plastic,60,171,300,300
1268.png,300,300,paper,14,22,247,191
1268.png,300,300,plastic,48,152,228,300
1268.png,300,300,trash,110,11,300,167
1268.png,300,300,glass,60,120,300,300
1649.png,300,300,cardboard,10,10,250,190
1649.png,300,300,glass,60,120,300,300
1649.png,300,300,trash,115,58,300,200
1649.png,300,300,plastic,71,120,300,300
14.png,300,300,cardboard,10,10,250,190
14.png,300,300,glass,60,120,300,300
14.png,300,300,trash,123,37,300,192
14.png,300,300,plastic,142,179,300,300
5539.png,300,300,paper,10,39,236,205
5539.png,300,300,glass,31,120,271,300
5539.png,300,300,trash,125,53,300,201
5539.png,300,300,plastic,60,120,300,300
7441.png,300,300,paper,10,10,230,188
7441.png,300,300,glass,93,143,284,300
7441.png,300,300,plastic,60,52,300,232
7441.png,300,300,trash,139,167,300,300
2769.png,300,300,cardboard,10,10,250,190
2769.png,300,300,plastic,86,163,282,300
2769.png,300,300,glass,60,63,300,243
2769.png,300,300,trash,92,133,300,300
9231.png,300,300,cardboard,10,10,250,190
9231.png,300,300,trash,99,155,268,300
9231.png,300,300,glass,60,29,300,141
9231.png,300,300,plastic,132,176,300,300
4137.png,300,300,paper,42,68,275,248
4137.png,300,300,plastic,60,120,300,300
4137.png,300,300,glass,113,62,300,242
4137.png,300,300,trash,60,120,300,300
2080.png,300,300,cardboard,10,10,250,190
2080.png,300,300,plastic,85,163,235,300
2080.png,300,300,glass,60,84,300,260
2080.png,300,300,trash,131,171,300,300
2845.png,300,300,cardboard,10,10,250,190
2845.png,300,300,glass,23,186,249,300
2845.png,300,300,plastic,88,10,300,180
2845.png,300,300,trash,83,147,300,300
8074.png,300,300,paper,68,66,215,197
8074.png,300,300,glass,29,120,242,300
8074.png,300,300,plastic,110,57,300,205
8074.png,300,300,trash,64,120,300,300
361.png,300,300,cardboard,10,10,250,190
361.png,300,300,plastic,60,141,263,300
361.png,300,300,trash,60,47,300,227
361.png,300,300,glass,113,120,300,300
1704.png,300,300,metal,10,64,250,244
1704.png,300,300,plastic,40,170,187,300
1704.png,300,300,trash,133,25,300,167
1704.png,300,300,glass,113,120,300,300
9517.png,300,300,paper,10,10,250,190
9517.png,300,300,glass,10,149,203,300
9517.png,300,300,plastic,71,39,300,219
9517.png,300,300,trash,124,152,300,300
7087.png,300,300,metal,60,10,300,190
7087.png,300,300,trash,84,133,292,300
7087.png,300,300,glass,147,43,300,151
7087.png,300,300,plastic,60,190,300,280
2123.png,300,300,cardboard,75,59,237,176
2123.png,300,300,glass,78,120,281,300
2123.png,300,300,plastic,97,17,300,176
2123.png,300,300,trash,74,137,300,300
8746.png,300,300,cardboard,10,10,250,190
8746.png,300,300,plastic,77,133,289,300
8746.png,300,300,glass,156,78,300,197
8746.png,300,300,trash,127,120,300,300
7354.png,300,300,cardboard,58,31,222,188
7354.png,300,300,glass,77,178,205,300
7354.png,300,300,plastic,107,51,300,199
7354.png,300,300,trash,101,127,300,300
7121.png,300,300,metal,19,22,259,202
7121.png,300,300,plastic,30,159,247,300
7121.png,300,300,trash,83,10,300,163
7121.png,300,300,glass,129,120,300,300
4298.png,300,300,metal,42,72,239,229
4298.png,300,300,glass,71,120,254,300
4298.png,300,300,plastic,120,10,300,190
4298.png,300,300,trash,116,149,300,300
3765.png,300,300,paper,10,22,225,202
3765.png,300,300,plastic,37,144,265,300
3765.png,300,300,glass,87,27,300,207
3765.png,300,300,trash,133,158,300,300
4003.png,300,300,metal,60,44,300,224
4003.png,300,300,plastic,30,159,247,300
4003.png,300,300,trash,63,21,300,172
4003.png,300,300,glass,113,120,300,300
7351.png,300,300,paper,32,28,249,196
7351.png,300,300,trash,52,120,292,300
7351.png,300,300,plastic,146,53,300,187
7351.png,300,300,glass,111,170,300,300
6334.png,300,300,cardboard,10,10,250,190
6334.png,300,300,plastic,34,130,246,300
6334.png,300,300,glass,66,61,300,241
6334.png,300,300,trash,137,177,300,300
2987.png,300,300,paper,42,12,260,185
2987.png,300,300,plastic,92,176,257,300
2987.png,300,300,trash,81,21,300,201
2987.png,300,300,glass,110,141,300,300
2140.png,300,300,metal,73,52,263,232
2140.png,300,300,trash,88,177,251,300
2140.png,300,300,plastic,93,27,300,154
2140.png,300,300,glass,60,120,300,300
5228.png,300,300,paper,45,30,281,195
5228.png,300,300,plastic,29,166,183,300
5228.png,300,300,glass,172,73,300,195
5228.png,300,300,trash,81,120,300,300
9176.png,300,300,paper,45,10,251,190
9176.png,300,300,glass,60,120,300,300
9176.png,300,300,trash,84,10,300,190
9176.png,300,300,plastic,142,191,300,300
4854.png,300,300,cardboard,10,10,250,190
4854.png,300,300,plastic,10,120,250,300
4854.png,300,300,glass,156,64,300,194
4854.png,300,300,trash,131,155,300,300
6378.png,300,300,metal,52,57,260,237
6378.png,300,300,glass,60,120,300,300
6378.png,300,300,trash,92,21,300,201
6378.png,300,300,plastic,90,120,300,300
2183.png,300,300,metal,52,57,260,237
2183.png,300,300,trash,104,152,280,300
2183.png,300,300,plastic,107,51,300,199
2183.png,300,300,glass,88,192,300,300
9480.png,300,300,cardboard,10,10,250,190
9480.png,300,300,glass,67,172,229,300
9480.png,300,300,plastic,93,27,300,154
9480.png,300,300,trash,95,164,300,300
4128.png,300,300,cardboard,10,19,250,199
4128.png,300,300,trash,97,151,283,300
4128.png,300,300,glass,97,24,300,204
4128.png,300,300,plastic,60,152,300,300
3573.png,300,300,paper,63,61,242,206
3573.png,300,300,trash,70,162,257,300
3573.png,300,300,plastic,80,36,300,216
3573.png,300,300,glass,66,120,300,300
7386.png,300,300,cardboard,18,10,258,171
7386.png,300,300,trash,17,123,257,300
7386.png,300,300,glass,60,10,300,190
7386.png,300,300,plastic,115,166,300,300
5615.png,300,300,metal,65,65,231,192
5615.png,300,300,plastic,72,142,273,300
5615.png,300,300,glass,166,71,300,181
5615.png,300,300,trash,150,160,300,300
1262.png,300,300,metal,60,18,300,198
1262.png,300,300,trash,33,145,270,300
1262.png,300,300,glass,131,12,300,170
1262.png,300,300,plastic,119,130,300,300
9841.png,300,300,metal,90,44,289,195
9841.png,300,300,trash,83,163,276,300
9841.png,300,300,glass,82,46,300,199
9841.png,300,300,plastic,60,190,300,280
4340.png,300,300,metal,50,10,262,140
4340.png,300,300,plastic,80,120,289,300
4340.png,300,300,glass,60,59,300,231
4340.png,300,300,trash,149,152,300,300
2067.png,300,300,cardboard,10,10,227,190
2067.png,300,300,glass,67,120,282,300
2067.png,300,300,plastic,96,48,300,179
2067.png,300,300,trash,95,158,300,300
3170.png,300,300,metal,10,10,250,190
3170.png,300,300,trash,19,120,249,300
3170.png,300,300,glass,60,17,300,197
3170.png,300,300,plastic,71,154,300,300
9356.png,300,300,paper,14,10,254,190
9356.png,300,300,plastic,63,170,278,300
9356.png,300,300,trash,95,67,300,238
9356.png,300,300,glass,172,178,300,300
8093.png,300,300,paper,22,10,225,190
8093.png,300,300,glass,10,154,246,300
8093.png,300,300,plastic,60,53,300,201
8093.png,300,300,trash,60,120,300,300
8810.png,300,300,metal,68,28,237,159
8810.png,300,300,glass,10,120,247,300
8810.png,300,300,plastic,123,33,300,181
8810.png,300,300,trash,90,155,300,300
4437.png,300,300,paper,10,10,250,190
4437.png,300,300,trash,105,152,280,300
4437.png,300,300,glass,130,87,300,267
4437.png,300,300,plastic,60,120,300,300
6815.png,300,300,metal,10,64,250,244
6815.png,300,300,plastic,91,152,281,300
6815.png,300,300,glass,111,74,300,204
6815.png,300,300,trash,89,124,300,300
9911.png,300,300,metal,10,10,159,152
9911.png,300,300,glass,115,120,300,300
9911.png,300,300,plastic,60,18,300,198
9911.png,300,300,trash,130,153,300,300
5243.png,300,300,cardboard,10,10,218,190
5243.png,300,300,trash,97,151,283,300
5243.png,300,300,glass,91,40,300,190
5243.png,300,300,plastic,60,150,300,300
7941.png,300,300,metal,69,58,300,238
7941.png,300,300,trash,84,126,291,300
7941.png,300,300,plastic,86,18,300,171
7941.png,300,300,glass,90,148,300,300
6204.png,300,300,metal,48,15,251,175
6204.png,300,300,glass,18,143,227,300
6204.png,300,300,plastic,104,31,300,168
6204.png,300,300,trash,101,127,300,300
5285.png,300,300,cardboard,10,10,250,190
5285.png,300,300,plastic,36,120,265,300
5285.png,300,300,trash,100,51,300,214
5285.png,300,300,glass,140,179,300,300
7690.png,300,300,paper,27,10,252,187
7690.png,300,300,glass,14,150,247,300
7690.png,300,300,plastic,159,34,300,176
7690.png,300,300,trash,103,137,300,300
2086.png,300,300,metal,60,10,300,190
2086.png,300,300,plastic,10,131,196,300
2086.png,300,300,trash,86,18,300,194
2086.png,300,300,glass,74,120,300,300
6381.png,300,300,paper,10,10,201,190
6381.png,300,300,plastic,10,149,250,300
6381.png,300,300,trash,60,35,300,215
6381.png,300,300,glass,86,120,300,300
2687.png,300,300,paper,23,10,245,190
2687.png,300,300,plastic,87,178,234,300
2687.png,300,300,trash,88,42,300,219
2687.png,300,300,glass,60,120,300,300
5979.png,300,300,paper,10,10,217,189
5979.png,300,300,plastic,43,152,283,300
5979.png,300,300,glass,111,10,300,158
5979.png,300,300,trash,131,171,300,300
5346.png,300,300,paper,49,10,289,190
5346.png,300,300,glass,86,120,277,300
5346.png,300,300,trash,125,53,300,201
5346.png,300,300,plastic,77,132,300,300
2609.png,300,300,cardboard,14,10,222,190
2609.png,300,300,trash,10,120,229,300
2609.png,300,300,plastic,60,10,300,190
2609.png,300,300,glass,60,147,300,300
5886.png,300,300,cardboard,10,35,250,188
5886.png,300,300,glass,60,120,300,300
5886.png,300,300,plastic,90,10,300,156
5886.png,300,300,trash,63,120,300,300
1794.png,300,300,paper,20,10,244,190
1794.png,300,300,plastic,71,169,275,300
